Year,Month,Region,Org Code,Org Name,A0,A1,A2,A3,A4,A114,A5,A6,A111,A112,A113,A7,A8,A9,A10,A11,A12,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A17,A18,A19,A20,A21,A22,A23,A53,A54,A55,A56,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A74,A82,A83,A84,A78,A94,A95,A96,A115,A116,A117,A118,A75,A85,A86,A87,A79,A97,A98,A99,A119,A120,A121,A122,A76,A88,A89,A90,A80,A100,A101,A102,A77,A91,A92,A93,A81,A103,A104,A105,A49,A50,A51,A52,A13,A14,A15,A16,A106,A107,A108,A109,A110,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73
2019,3,Midlands,Y60,Midlands,197677,149903,463218,3,1,.,10,44,.,.,.,155745,11862,7650,80180,45625,2422,5088101,429,762,5618820,734,1551,89451089,1116,2202,115515093,2532,5903,8313923,3433,7795,6780,1531,724,10,1026,3499,2285,92548,6337,50080,148965,21918,16767,14202,10799,102172,85135,75562,47525,4842,2493,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,509,138859,273,473,6878,218329,32,61,.,.,.,.,.,412,419,4164,1,3880,2401090,5731,11973,16186260,3887,8786,2879,2879,2879,27153487,6998,15120
2019,3,East of England,Y61,East of England,106416,68855,230032,3,1,.,10,55,.,.,.,74563,7197,4715,43269,12365,2046,3276840,455,820,3538361,750,1342,65467887,1513,3098,59824948,4838,12079,9871443,4825,12498,5245,91,3559,827,36,1559,1544,43619,2216,23483,69318,16668,11997,10886,7956,67519,49215,23741,13475,3803,2224,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,542,146825,271,461,6808,237108,35,61,.,.,.,.,.,36,881,483,32,1275,6723588,7632,17409,3806157,7880,17962,332972,10405,24925,12497797,9802,23114
2019,3,London,Y56,London,165881,133585,983404,7,0,.,55,125,.,.,.,107706,12566,9526,58412,22335,1606,4754467,378,624,6307886,662,1140,63981785,1095,2233,67214791,3009,7076,7123514,4436,10422,7538,216,966,5074,247,6109,0,66012,7096,27060,100168,32645,25123,24529,19204,87301,65853,35835,24953,2213,1687,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7409,434005,59,122,.,.,.,.,.,25,511,1329,39,1221,2582478,5054,10122,8548534,6432,11698,251132,6439,10641,10299099,8435,15512
2019,3,South East,Y59,South East,157271,109891,824826,8,2,.,45,106,.,.,.,112587,6464,4048,57800,33749,1663,2873911,445,813,2416893,597,1099,67151094,1162,2261,170316655,5047,11761,10693875,6430,14845,7003,145,896,1145,451,5511,675,64894,3891,36799,105584,14009,10405,8768,6636,78968,63186,55934,36843,2732,1820,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,573,174289,304,505,4948,210945,43,78,.,.,.,.,.,11,2325,2923,0,650,7275031,3129,5815,18307416,6263,12721,.,.,.,6020400,9262,19421
2019,3,South West,Y58,South West,108540,83304,427001,5,2,.,24,59,.,.,.,75293,4415,2744,41075,18729,1424,1796545,407,735,1771383,646,1253,73252344,1783,3739,84439355,4508,10553,8668587,6087,13314,4869,599,1682,3903,681,1907,7,39908,3581,26935,70424,9989,7751,6270,4903,56044,47410,26684,20107,1878,1493,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,422,151740,360,578,2685,102239,38,67,.,.,.,.,.,175,878,734,12,1034,5388919,6138,13133,5989959,8161,16818,59672,4973,9223,10763393,10409,21497
2019,3,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,85476,68259,269815,4,2,.,12,57,.,.,.,63143,6251,4101,36529,12608,765,2809282,449,809,3989136,973,2174,58117933,1591,3273,50675134,4019,9880,3767935,4925,10417,3784,1512,695,10,837,740,18,39132,3042,17185,59359,11503,9131,7767,6217,47107,39364,16975,13120,980,751,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,282,77984,277,464,3268,125315,38,75,.,.,.,.,.,0,419,461,1,2325,2401090,5731,11973,2628358,5701,11360,2879,2879,2879,17967887,7728,15874
2019,3,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,106416,68855,230032,3,1,.,10,55,.,.,.,74563,7197,4715,43269,12365,2046,3276840,455,820,3538361,750,1342,65467887,1513,3098,59824948,4838,12079,9871443,4825,12498,5245,91,3559,827,36,1559,1544,43619,2216,23483,69318,16668,11997,10886,7956,67519,49215,23741,13475,3803,2224,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,542,146825,271,461,6808,237108,35,61,.,.,.,.,.,36,881,483,32,1275,6723588,7632,17409,3806157,7880,17962,332972,10405,24925,12497797,9802,23114
2019,3,Y59,R1F,ISLE OF WIGHT NHS TRUST,2457,1358,13630,10,1,.,37,257,.,.,.,1933,85,53,831,684,80,50569,595,1154,41880,790,1368,957251,1152,2356,2175668,3181,7379,431342,5392,13039,132,0,5,15,3,124,0,1178,38,585,1801,124,111,77,71,956,882,824,725,91,82,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,3756,417,690,66,3197,48,91,.,.,.,.,.,2,60,45,0,14,239042,3984,6818,284899,6331,11858,.,.,.,142144,10153,20113
2019,3,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,165881,133585,983404,7,0,.,55,125,.,.,.,107706,12566,9526,58412,22335,1606,4754467,378,624,6307886,662,1140,63981785,1095,2233,67214791,3009,7076,7123514,4436,10422,7538,216,966,5074,247,6109,0,66012,7096,27060,100168,32645,25123,24529,19204,87301,65853,35835,24953,2213,1687,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7409,434005,59,122,.,.,.,.,.,25,511,1329,39,1221,2582478,5054,10122,8548534,6432,11698,251132,6439,10641,10299099,8435,15512
2019,3,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,46789,31750,121341,4,1,.,15,43,.,.,.,36071,2565,1694,19766,8065,399,944355,368,651,765093,452,832,28300488,1432,2908,39229726,4864,11936,1854300,4647,11678,1699,43,309,2943,103,1244,0,21164,4009,9199,34372,4818,3998,3169,2647,25502,22015,12557,8214,663,377,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,90,34747,386,702,1559,43235,28,51,.,.,.,.,.,0,0,787,0,632,.,.,.,5758269,7317,16045,.,.,.,7422072,11744,25945
2019,3,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,125183,100378,717376,7,1,.,54,112,.,.,.,98958,9321,6685,51474,21211,4288,4172602,448,757,4057306,607,1032,69336287,1347,2860,78090908,3682,8790,22444259,5234,10884,7350,491,4320,3944,298,2241,0,59494,6177,25937,91608,19365,15500,13722,11156,65301,54985,29430,22580,5334,4605,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5182,173438,33,65,.,.,.,.,.,1969,1317,790,43,587,5248689,3985,9046,3062952,3877,8448,287031,6675,11808,3378093,5755,11829
2019,3,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,69718,41588,426361,10,3,.,58,118,.,.,.,49663,2671,1619,24383,14587,838,1151579,431,779,980598,606,1100,26710595,1095,2220,50061776,3432,7887,4215142,5030,11876,3525,17,192,342,217,3099,0,26013,3327,16798,46138,5336,4102,3247,2541,33154,26960,21718,16536,1316,959,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,189,56281,298,514,2127,85157,40,86,.,.,.,.,.,5,2087,1225,0,343,5900061,2827,5089,6767232,5524,9862,.,.,.,3068194,8945,17223
2019,3,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,85096,66945,384835,6,1,.,37,96,.,.,.,60991,3708,2376,32586,18478,745,1671763,451,830,1394415,587,1093,39483248,1212,2290,118079211,6390,14981,6047391,8117,18379,3346,128,699,788,231,2288,675,37703,526,19416,57645,8549,6192,5444,4024,44858,35344,33392,19582,1325,779,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,375,114252,305,496,2755,122591,44,72,.,.,.,.,.,4,178,1653,0,293,1135928,6382,13990,11255285,6809,14863,.,.,.,2810062,9591,21961
2019,3,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,108540,83304,427001,5,2,.,24,59,.,.,.,75293,4415,2744,41075,18729,1424,1796545,407,735,1771383,646,1253,73252344,1783,3739,84439355,4508,10553,8668587,6087,13314,4869,599,1682,3903,681,1907,7,39908,3581,26935,70424,9989,7751,6270,4903,56044,47410,26684,20107,1878,1493,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,422,151740,360,578,2685,102239,38,67,.,.,.,.,.,175,878,734,12,1034,5388919,6138,13133,5989959,8161,16818,59672,4973,9223,10763393,10409,21497
2019,3,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,112201,81644,193403,2,1,.,9,33,.,.,.,92602,5611,3549,43651,33017,1657,2278819,406,710,1629684,459,831,31333156,718,1306,64839959,1964,4384,4545988,2744,6584,2996,19,29,0,189,2759,2267,53416,3295,32895,89606,10415,7636,6435,4582,55065,45771,58587,34405,3862,1742,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,227,60875,268,484,3610,93014,26,49,.,.,.,.,.,412,0,3703,0,1555,.,.,.,13557902,3661,8465,.,.,.,9185600,5907,13992
2019,3,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,83359,60741,171615,3,1,.,1,28,.,.,.,69054,5170,3655,38865,12656,1399,2088095,404,688,1853078,507,929,41205646,1060,2135,29060691,2296,5382,4662543,3333,8465,4519,537,1089,3790,331,2562,2763,41574,6714,16247,64535,10724,8281,7345,5720,56119,43379,22186,13858,2791,1468,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2860,79518,28,49,.,.,.,.,.,25,3719,170,37,2494,13175426,3543,7420,631765,3716,6840,246281,6656,12563,15192642,6092,13943
2019,4,Eng,Eng,England,978082,720039,3708784,5,1,9,28,79,.,.,.,711247,56815,38615,383183,169101,14734,23813447,419,735,24697155,640,1184,493892144,1289,2639,633181135,3744,8979,71258771,4836,11184,45497,3727,14324,21277,3281,24165,6397,417673,37953,210124,665750,122630,94810,82580,65006,522008,420965,271195,184655,22200,15645,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2693,810490,301,526,37046,1476783,40,75,847,1261810,1490,3076,775,2821,9904,11734,155,11569,44236026,4466,9318,65343084,5569,11966,1224351,7899,15140,96063689,8304,18136
2019,4,North East and Yorkshire,Y63,North East and Yorkshire,138397,92135,279974,3,1,4,9,49,.,.,.,100223,7557,5244,57253,19239,1740,3059584,405,698,2663321,508,931,75319003,1316,2727,72075296,3746,9483,6464823,3715,9105,6031,685,1407,7140,499,3440,2419,59727,10040,24425,94192,14526,11640,9415,7643,76951,63438,33776,23843,2611,1814,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64,25898,405,663,4853,147210,30,54,43,54310,1263,2414,37,20,3703,1154,44,3445,16096403,4347,9073,7820562,6777,13720,294505,6693,11480,29925199,8687,18685
2019,4,North West,Y62,North West,126070,100133,967044,10,1,34,66,127,.,.,.,98817,9360,6598,51539,20057,4198,4196275,448,757,4089892,620,1052,72192728,1401,2983,79245207,3951,9430,21046235,5013,10541,8120,474,5101,5896,255,2290,0,58305,6148,26244,90697,19390,15750,13476,11123,65911,55037,28021,21380,5230,4510,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5114,183573,36,72,74,114502,1547,3262,62,2280,1269,723,18,532,4655560,3669,8218,2915630,4033,9326,129246,7180,15852,3085276,5799,12414
2019,4,Midlands,Y60,Midlands,192584,146303,428330,3,1,4,11,37,.,.,.,152079,11202,7305,79026,44124,2166,4712573,421,742,5279965,723,1555,87330143,1105,2212,110165237,2497,5875,7037433,3249,7502,7036,1610,898,11,1070,3458,2215,90938,6043,48062,145043,20718,15950,13612,10669,100306,83804,72377,45895,4189,2210,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,542,151972,280,497,6452,200694,31,59,140,134460,960,1834,126,265,494,4326,4,3436,2099982,4251,9098,18279392,4225,9784,10316,2579,3314,22561562,6566,14694
2019,4,East of England,Y61,East of England,104242,67493,323463,5,1,6,24,77,.,.,.,71027,6975,4559,42070,11322,1899,3291725,472,848,3380091,741,1317,67772303,1611,3323,63413592,5601,14654,10560807,5561,15050,4573,74,3147,711,33,1319,1205,41798,2006,22650,66454,16282,11650,10487,7654,65838,47597,21976,12344,3449,2035,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,542,148490,274,481,6636,247827,37,66,145,230992,1593,3198,129,35,800,410,31,1168,6852830,8566,20325,3786708,9236,23026,363652,11731,26123,14259632,12209,30518
2019,4,London,Y56,London,156626,124527,564984,5,0,1,29,102,.,.,.,104127,11459,8549,57116,21971,1699,4153384,362,610,5247760,614,1045,56381771,987,1977,60203011,2740,6503,8504967,5006,11708,7439,193,1120,2772,219,5907,0,63527,6674,26487,96688,29841,23086,22038,17352,83186,63823,33799,24464,2247,1789,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,599,172377,288,480,6898,402792,58,118,138,270818,1962,4787,132,17,516,1331,45,1227,2612267,5063,10150,8153479,6126,11492,326009,7245,12519,10094483,8227,15120
2019,4,South East,Y59,South East,153651,107404,687462,6,2,7,34,99,.,.,.,111946,6020,3708,56188,34542,1501,2618287,435,805,2203717,594,1110,63290132,1126,2186,162932150,4717,10987,8882180,5918,13768,7599,161,1045,923,510,5883,548,64355,3676,36316,104347,12185,9187,7441,5738,75468,61183,55519,37431,2418,1679,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,510,160202,314,584,4582,197884,43,73,190,250656,1319,2521,185,8,2308,3100,0,681,7001456,3034,5396,19272772,6217,13039,.,.,.,6021890,8843,19201
2019,4,South West,Y58,South West,106512,82044,457527,6,2,7,25,68,.,.,.,73028,4242,2652,39991,17846,1531,1781619,420,785,1832409,691,1308,71606064,1791,3774,85146642,4771,11167,8762326,5723,12608,4699,530,1606,3824,695,1868,10,39023,3366,25940,68329,9688,7547,6111,4827,54348,46083,25727,19298,2056,1608,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,436,151551,348,594,2511,96803,39,69,117,206072,1761,3416,104,196,814,690,13,1080,4917528,6041,12051,5114541,7412,15008,100623,7740,13060,10115647,9366,19517
2019,4,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,81447,65190,174155,3,2,3,4,33,.,.,.,61645,5790,3834,35707,12231,687,2533354,438,782,3693159,963,2216,55550560,1556,3267,43137508,3527,8868,2774881,4039,8700,4124,1591,872,11,856,805,9,38251,2786,16484,57521,10618,8415,7258,5841,45663,38289,16496,12709,826,672,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,318,90464,284,507,2968,109510,37,68,32,44093,1378,3277,25,0,494,665,4,1943,2099982,4251,9098,3088147,4644,9025,10316,2579,3314,12379062,6371,13759
2019,4,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,104242,67493,323463,5,1,6,24,77,.,.,.,71027,6975,4559,42070,11322,1899,3291725,472,848,3380091,741,1317,67772303,1611,3323,63413592,5601,14654,10560807,5561,15050,4573,74,3147,711,33,1319,1205,41798,2006,22650,66454,16282,11650,10487,7654,65838,47597,21976,12344,3449,2035,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,542,148490,274,481,6636,247827,37,66,145,230992,1593,3198,129,35,800,410,31,1168,6852830,8566,20325,3786708,9236,23026,363652,11731,26123,14259632,12209,30518
2019,4,Y59,R1F,ISLE OF WIGHT NHS TRUST,2614,1448,13026,9,1,11,44,202,.,.,.,1961,105,72,802,742,79,68774,655,1148,62702,871,1731,962231,1200,2346,2598385,3502,8091,572065,7241,15897,118,1,2,6,2,113,0,1202,39,602,1843,162,134,115,95,936,867,913,790,95,86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,3274,364,640,89,4130,46,77,.,.,.,.,.,3,58,43,0,11,198326,3419,5926,317461,7383,12559,.,.,.,59516,5411,15560
2019,4,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,156626,124527,564984,5,0,1,29,102,.,.,.,104127,11459,8549,57116,21971,1699,4153384,362,610,5247760,614,1045,56381771,987,1977,60203011,2740,6503,8504967,5006,11708,7439,193,1120,2772,219,5907,0,63527,6674,26487,96688,29841,23086,22038,17352,83186,63823,33799,24464,2247,1789,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,599,172377,288,480,6898,402792,58,118,138,270818,1962,4787,132,17,516,1331,45,1227,2612267,5063,10150,8153479,6126,11492,326009,7245,12519,10094483,8227,15120
2019,4,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,45101,31206,136229,4,1,9,19,40,.,.,.,32350,2326,1524,18714,7275,361,872374,375,636,701194,460,844,29167206,1559,3278,37921046,5213,14005,1453927,4027,10901,1508,50,239,2987,83,1136,0,19043,3467,8332,30842,4336,3605,2861,2391,24496,20827,10653,7187,558,356,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64,25898,405,663,1461,42485,29,56,.,.,.,.,.,0,0,983,0,1146,.,.,.,7137967,7261,14727,.,.,.,11919649,10401,21307
2019,4,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,126070,100133,967044,10,1,34,66,127,.,.,.,98817,9360,6598,51539,20057,4198,4196275,448,757,4089892,620,1052,72192728,1401,2983,79245207,3951,9430,21046235,5013,10541,8120,474,5101,5896,255,2290,0,58305,6148,26244,90697,19390,15750,13476,11123,65911,55037,28021,21380,5230,4510,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5114,183573,36,72,74,114502,1547,3262,62,2280,1269,723,18,532,4655560,3669,8218,2915630,4033,9326,129246,7180,15852,3085276,5799,12414
2019,4,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,67063,40544,354410,9,3,16,46,103,.,.,.,48465,2389,1454,23615,14102,820,987438,413,736,909288,625,1161,25586309,1083,2199,49519630,3512,8211,4220637,5147,11728,3819,17,239,297,252,3311,0,25661,2947,16038,44646,4832,3678,2958,2295,32233,26200,21179,16045,1368,969,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,156,49168,315,533,1864,72660,39,81,63,101590,1613,2863,62,2,2116,1246,0,357,6032134,2851,4941,7042950,5652,10091,.,.,.,3392672,9503,17091
2019,4,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,83974,65412,320026,5,1,2,27,94,.,.,.,61520,3526,2182,31771,19698,602,1562075,443,842,1231727,564,1056,36741592,1156,2172,110814135,5626,13083,4089478,6793,16268,3662,143,804,620,256,2459,548,37492,690,19676,57858,7191,5375,4368,3348,42299,34116,33427,20596,955,624,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,345,107760,312,605,2629,121094,46,68,127,149066,1174,2352,123,3,134,1811,0,313,770996,5754,12350,11912361,6578,15078,.,.,.,2569702,8210,21735
2019,4,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,106512,82044,457527,6,2,7,25,68,.,.,.,73028,4242,2652,39991,17846,1531,1781619,420,785,1832409,691,1308,71606064,1791,3774,85146642,4771,11167,8762326,5723,12608,4699,530,1606,3824,695,1868,10,39023,3366,25940,68329,9688,7547,6111,4827,54348,46083,25727,19298,2056,1608,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,436,151551,348,594,2511,96803,39,69,117,206072,1761,3416,104,196,814,690,13,1080,4917528,6041,12051,5114541,7412,15008,100623,7740,13060,10115647,9366,19517
2019,4,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,111137,81113,254175,3,1,4,16,41,.,.,.,90434,5412,3471,43319,31893,1479,2179219,403,699,1586806,457,825,31779583,734,1342,67027729,2102,4727,4262552,2882,6946,2912,19,26,0,214,2653,2206,52687,3257,31578,87522,10100,7535,6354,4828,54643,45515,55881,33186,3363,1538,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,224,61508,275,482,3484,91184,26,51,108,90367,837,1406,101,265,0,3661,0,1493,.,.,.,15191245,4149,9922,.,.,.,10182500,6820,15911
2019,4,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,93296,60929,143745,2,1,1,4,53,.,.,.,67873,5231,3720,38539,11964,1379,2187210,418,726,1962127,527,966,46151797,1198,2460,34154250,2855,6733,5010896,3634,8635,4523,635,1168,4153,416,2304,2419,40684,6573,16093,63350,10190,8035,6554,5252,52455,42611,23123,16656,2053,1458,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3392,104725,31,53,43,54310,1263,2414,37,20,3703,171,44,2299,16096403,4347,9073,682595,3992,7932,294505,6693,11480,18005550,7832,17378
2019,5,Eng,Eng,England,999613,734735,3514205,5,1,7,27,75,.,.,.,726120,57875,39460,386100,174152,16881,23955531,414,724,24899828,631,1171,487271646,1262,2578,634277949,3642,8638,77059245,4565,10432,47498,4012,14304,21967,4418,24764,5807,425001,39190,214431,678622,123827,95927,84403,66427,525809,423786,275971,186420,25813,17874,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2494,742356,298,502,37370,1469913,39,73,946,1466863,1551,3049,856,2837,10229,12033,148,12329,44071098,4308,9150,66112099,5494,11685,1393094,9413,18169,99952994,8107,17796
2019,5,North East and Yorkshire,Y63,North East and Yorkshire,141625,93337,208542,2,1,3,5,34,.,.,.,103753,7764,5426,58003,20015,2819,3079248,397,689,2660031,490,886,73054564,1259,2600,71161054,3555,8657,9575173,3397,7914,6280,847,1434,7461,452,3547,1721,62082,10126,25265,97473,14605,11824,10074,8276,76818,63966,31904,20715,4206,2955,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52,18857,363,667,4851,140769,29,51,50,71418,1428,2992,41,26,3842,1251,21,3679,15481068,4029,8635,8189842,6547,13191,146192,6962,11938,30186462,8205,17900
2019,5,North West,Y62,North West,127228,100285,700370,7,1,21,51,109,.,.,.,100983,9261,6565,51509,21020,4472,3956160,427,719,3852539,587,1016,64395539,1250,2617,73281940,3486,8161,21771029,4868,10107,8741,531,5387,6031,250,2573,0,59403,6445,26394,92242,18905,15461,13271,11003,65077,54930,28897,22426,5636,4803,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5136,171738,33,64,78,119892,1537,3827,60,2273,1408,802,23,646,4903394,3483,7819,2778978,3465,7593,139864,6081,11395,3622478,5608,12578
2019,5,Midlands,Y60,Midlands,193859,147472,393093,3,1,3,8,35,.,.,.,154721,11419,7412,78903,45168,2449,4855502,425,745,5297260,715,1510,86282280,1094,2182,107663823,2384,5495,7841360,3202,7266,7977,1706,807,19,2171,3293,2339,92015,6266,48463,146744,21020,16177,13647,10639,100469,83933,74210,47015,4920,2490,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,477,137821,289,517,6601,207963,32,59,140,130794,934,1660,130,270,477,4412,5,3641,2130612,4467,9113,17501985,3967,9342,38604,7721,13181,24979425,6861,15120
2019,5,East of England,Y61,East of England,106085,68446,301886,4,1,6,21,70,.,.,.,71991,7006,4561,42306,11742,1992,3233439,462,841,3345323,733,1320,67085915,1586,3296,63555025,5413,13575,10640194,5341,14250,4460,89,3106,714,20,1245,1180,42178,1978,23375,67531,16176,11680,10453,7680,65942,47845,22823,12791,3716,2135,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,541,143593,265,437,6660,239991,36,64,154,265558,1724,3056,142,38,813,426,36,1291,6974890,8579,20110,4275390,10036,23878,461720,12826,31116,14508977,11239,28425
