Year,Month,Region,Org Code,Org Name,A0,A1,A2,A3,A4,A114,A5,A6,A111,A112,A113,A7,A8,A9,A10,A11,A12,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A17,A18,A19,A20,A21,A22,A23,A53,A54,A55,A56,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A74,A82,A83,A84,A78,A94,A95,A96,A115,A116,A117,A118,A75,A85,A86,A87,A79,A97,A98,A99,A119,A120,A121,A122,A76,A88,A89,A90,A80,A100,A101,A102,A77,A91,A92,A93,A81,A103,A104,A105,A49,A50,A51,A52,A13,A14,A15,A16,A106,A107,A108,A109,A110,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73
2018,5,North East and Yorkshire,Y63,North East and Yorkshire,125830,92761,303047,3,1,.,15,55,.,.,.,102013,9481,6565,55282,22678,1318,4368377,461,782,4375724,667,1181,68813135,1245,2620,76719482,3383,7954,5863139,4449,10939,6470,635,1697,7413,464,3674,2446,60357,10886,24300,95543,20616,16015,14781,11627,83435,66502,40737,25476,2467,1454,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,89,32837,369,584,4864,148191,30,53,.,.,.,.,.,1664,1209,559,66,3228,6033557,4991,11268,3288260,5882,12491,456259,6913,13682,32221595,9982,22470
2018,5,North West,Y62,North West,141290,109402,1839366,17,1,.,93,147,.,.,.,94996,9688,7272,48657,23023,4169,4748135,490,831,5559411,764,1318,72293779,1486,3285,92103937,4001,9531,23621017,5666,11208,4606,446,2295,5855,351,1514,94,60809,6262,23319,90390,19007,16331,14033,12257,62387,52741,32039,25161,5382,4477,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3835,220402,57,118,.,.,.,.,.,251,1702,1137,85,929,9411483,5530,11804,6863242,6036,13124,607955,7152,14288,7662855,8248,18450
2018,5,Midlands,Y60,Midlands,194663,148962,417427,3,1,.,7,43,.,.,.,147534,10921,6938,73164,47805,2212,4941864,453,801,5861756,845,1847,90977043,1243,2493,119497517,2500,5720,6793622,3071,7654,6698,1147,1118,7,858,3575,1853,86310,6056,48470,140836,20408,15655,13161,10278,93132,78088,74859,50227,4858,2295,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,495,141803,286,483,6635,252560,38,63,.,.,.,.,.,280,469,2217,3,3765,1781311,3798,7447,9302190,4196,8675,16803,5601,6753,23867457,6339,14263
2018,5,East of England,Y61,East of England,103163,66900,371003,6,1,.,32,82,.,.,.,71914,6654,4497,37670,13789,5407,3391708,510,927,3685887,820,1526,56514429,1500,3070,60262493,4370,10669,27444759,5076,12022,5479,90,3081,417,60,2248,2522,42702,2056,21677,66435,14820,10916,10008,7519,58571,43964,25573,15103,10299,5866,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,463,135169,292,490,6342,236120,37,67,.,.,.,.,.,47,883,750,50,1185,8529125,9659,22572,8854580,11806,27393,579442,11589,22799,17667040,14909,33510
2018,5,London,Y56,London,161811,133377,990169,7,0,.,54,130,.,.,.,101934,9890,7424,57692,20597,1146,4079263,412,681,5242979,706,1195,63892717,1107,2244,61949799,3008,7259,6082565,5308,13024,6993,275,1111,6636,221,5386,0,62185,6861,25895,94941,25668,20026,19215,15187,84555,65155,32929,23140,1630,1202,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4784,346340,72,144,.,.,.,.,.,0,734,1354,54,1332,4030312,5491,12079,9180872,6781,13306,428748,7940,15176,11464284,8607,16087
2018,5,South East,Y59,South East,147042,106594,1483350,14,3,.,78,167,.,.,.,108687,5872,3652,49410,37746,2881,2593293,442,802,2296315,629,1182,48661906,985,1914,147214485,3900,9098,16734771,5809,13304,6537,189,783,954,438,5127,653,63562,3337,35251,102150,12805,9721,7934,6163,69541,56550,60258,41069,5047,3096,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,431,137674,319,574,4583,223213,49,90,.,.,.,.,.,106,2144,3091,0,712,6575844,3067,5855,20833442,6740,14707,.,.,.,6425060,9024,20459
2018,5,South West,Y58,South West,104501,73372,526630,7,2,.,37,79,.,.,.,74000,5648,3505,37116,18882,889,2844718,504,947,2698198,770,1417,55024852,1483,3094,79471110,4209,9706,8798085,9897,21164,4868,476,1442,4728,711,2239,33,38492,3728,26912,69132,12120,9507,7652,6042,50288,43133,26182,20231,1246,918,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,394,148534,377,649,3164,167192,53,106,.,.,.,.,.,177,1044,976,14,1060,6092913,5836,12570,7292072,7471,15140,137530,9824,12648,9406683,8874,18670
2018,5,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,85309,70097,227907,3,2,.,6,49,.,.,.,59430,5978,3950,34054,12273,283,2908349,487,876,4406475,1116,2587,62849828,1846,3875,53507044,4360,10435,1112068,3930,9770,3741,1141,1099,7,628,873,9,36517,2824,16348,55689,11122,8780,7605,6075,44071,36815,16292,12832,344,276,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,310,88952,287,471,3186,141392,44,71,.,.,.,.,.,0,468,510,3,2120,1781060,3806,7462,2183576,4282,8440,16803,5601,6753,14694031,6931,15592
2018,5,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,103163,66900,371003,6,1,.,32,82,.,.,.,71914,6654,4497,37670,13789,5407,3391708,510,927,3685887,820,1526,56514429,1500,3070,60262493,4370,10669,27444759,5076,12022,5479,90,3081,417,60,2248,2522,42702,2056,21677,66435,14820,10916,10008,7519,58571,43964,25573,15103,10299,5866,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,463,135169,292,490,6342,236120,37,67,.,.,.,.,.,47,883,750,50,1185,8529125,9659,22572,8854580,11806,27393,579442,11589,22799,17667040,14909,33510
2018,5,Y59,R1F,ISLE OF WIGHT NHS TRUST,2704,1516,8080,5,1,.,21,78,.,.,.,2393,34,17,747,839,232,33686,991,1121,18844,1108,1214,628399,841,2033,1969717,2348,5693,1318418,5683,13520,145,30,4,0,0,111,0,1884,16,348,2248,62,51,19,19,1027,918,1181,905,767,248,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,.,.,.,.,.,.,.,.,104,57,36,0,11,205948,3613,9710,267466,7430,17726,.,.,.,96532,8776,19089
2018,5,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,161811,133377,990169,7,0,.,54,130,.,.,.,101934,9890,7424,57692,20597,1146,4079263,412,681,5242979,706,1195,63892717,1107,2244,61949799,3008,7259,6082565,5308,13024,6993,275,1111,6636,221,5386,0,62185,6861,25895,94941,25668,20026,19215,15187,84555,65155,32929,23140,1630,1202,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4784,346340,72,144,.,.,.,.,.,0,734,1354,54,1332,4030312,5491,12079,9180872,6781,13306,428748,7940,15176,11464284,8607,16087
2018,5,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,43684,29270,64167,2,1,.,7,26,.,.,.,34856,2227,1353,17894,9611,507,780069,350,585,641289,474,828,17489101,977,1991,29350342,3054,7074,1714991,3383,7596,1751,51,547,3783,89,1064,0,20295,4097,8713,33105,4354,3647,2650,2260,24417,20830,15782,10198,837,505,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,89,32837,369,584,862,26131,30,60,.,.,.,.,.,1597,819,313,0,79,4096784,5002,10779,2147638,6861,14830,.,.,.,675360,8549,26171
2018,5,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,141290,109402,1839366,17,1,.,93,147,.,.,.,94996,9688,7272,48657,23023,4169,4748135,490,831,5559411,764,1318,72293779,1486,3285,92103937,4001,9531,23621017,5666,11208,4606,446,2295,5855,351,1514,94,60809,6262,23319,90390,19007,16331,14033,12257,62387,52741,32039,25161,5382,4477,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3835,220402,57,118,.,.,.,.,.,251,1702,1137,85,929,9411483,5530,11804,6863242,6036,13124,607955,7152,14288,7662855,8248,18450
2018,5,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,65096,40803,314750,8,3,.,37,99,.,.,.,45651,2535,1594,20750,14678,1455,1044808,412,741,1033207,648,1205,19433354,937,1881,45598642,3107,7283,6641686,4565,10470,2594,13,94,231,164,2323,0,25209,2920,14928,43057,4996,3922,3142,2536,29210,24207,21458,16620,2180,1599,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,170,56744,334,624,2019,77097,38,80,.,.,.,.,.,2,1867,1416,0,354,4782503,2562,4296,7230047,5106,9350,.,.,.,2720749,7686,16299
2018,5,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,79242,64275,1160520,18,3,.,106,212,.,.,.,60643,3303,2041,27913,22229,1194,1514799,459,846,1244264,610,1163,28600153,1025,1936,99646126,4483,10425,8774667,7349,16715,3798,146,685,723,274,2693,653,36469,401,19975,56845,7747,5748,4773,3608,39304,31425,37619,23544,2100,1249,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,261,80930,310,542,2554,146116,57,99,.,.,.,.,.,0,220,1639,0,347,1587393,7215,18088,13335929,8137,19268,.,.,.,3607779,10397,24747
2018,5,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,104501,73372,526630,7,2,.,37,79,.,.,.,74000,5648,3505,37116,18882,889,2844718,504,947,2698198,770,1417,55024852,1483,3094,79471110,4209,9706,8798085,9897,21164,4868,476,1442,4728,711,2239,33,38492,3728,26912,69132,12120,9507,7652,6042,50288,43133,26182,20231,1246,918,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,394,148534,377,649,3164,167192,53,106,.,.,.,.,.,177,1044,976,14,1060,6092913,5836,12570,7292072,7471,15140,137530,9824,12648,9406683,8874,18670
2018,5,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,109354,78865,189520,2,1,.,7,37,.,.,.,88104,4943,2988,39110,35532,1929,2033515,411,710,1455281,487,868,28127215,719,1290,65990473,1857,4092,5681554,2945,7343,2957,6,19,0,230,2702,1844,49793,3232,32122,85147,9286,6875,5556,4203,49061,41273,58567,37395,4514,2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,185,52851,286,502,3449,111168,32,55,.,.,.,.,.,280,1,1707,0,1645,251,251,251,7118614,4170,8745,.,.,.,9173426,5577,12551
2018,5,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,82146,63491,238880,4,1,.,19,69,.,.,.,67157,7254,5212,37388,13067,811,3588308,495,843,3734435,717,1273,51324034,1373,2921,47369140,3625,8602,4148148,5115,13029,4719,584,1150,3630,375,2610,2446,40062,6789,15587,62438,16262,12368,12131,9367,59018,45672,24955,15278,1630,949,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4002,122060,30,52,.,.,.,.,.,67,390,246,66,3149,1936773,4966,12295,1140622,4637,9515,456259,6913,13682,31546235,10018,22377
2018,6,Eng,Eng,England,956022,724630,7702520,11,1,.,59,121,.,.,.,675091,56481,38523,348099,176767,15706,25743281,456,798,28327136,735,1356,449103413,1290,2656,632134728,3576,8381,86080242,5481,12251,40774,3122,11737,25043,2969,22946,7064,397212,37180,199925,634317,121780,95041,83284,66243,487303,392519,280530,191483,26532,16851,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1786,568407,318,553,33127,1579699,48,94,.,.,.,.,.,2351,7962,9373,245,11483,41737008,5242,11389,62758102,6696,14150,2165711,8840,20139,101735493,8860,19507
2018,6,North East and Yorkshire,Y63,North East and Yorkshire,121789,90621,432587,5,1,.,25,74,.,.,.,97696,8564,5845,53148,21974,1182,3715351,434,734,3731262,638,1120,64024547,1205,2510,76750667,3493,8089,4760907,4028,9331,6409,694,1747,7476,500,3468,2148,57952,9936,23399,91287,19045,14601,12893,10046,79025,63052,39199,24305,2141,1267,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,90,37238,414,731,3964,129947,33,59,.,.,.,.,.,1569,1189,585,31,2965,6386469,5371,12231,3502636,5987,12516,186587,6019,13797,28007388,9446,21598
2018,6,North West,Y62,North West,134928,105700,2085480,20,1,.,99,149,.,.,.,91875,9355,6899,46984,21923,4043,4660154,498,851,5119202,742,1285,65527624,1395,3085,82187863,3749,8856,22185722,5487,10952,4701,395,2445,5539,314,1547,30,57656,6210,23308,87174,17680,15245,12881,11267,59342,50651,30035,23760,5173,4356,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4082,231453,57,120,.,.,.,.,.,258,1655,1123,95,948,8322450,5029,10628,6674934,5944,12657,718177,7560,16849,7235952,7633,17710
2018,6,Midlands,Y60,Midlands,189833,146687,491255,3,1,.,12,47,.,.,.,142539,10988,6937,70542,45798,2073,4700840,428,753,5482468,790,1701,88951746,1261,2534,121462146,2652,6100,6893574,3325,7707,6582,1066,1174,4,781,3561,1875,83106,5746,47105,135957,20948,15789,13417,10304,90664,75255,72592,48056,4443,2151,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,460,131952,287,497,6564,230290,35,70,.,.,.,.,.,230,568,2196,1,3561,2529801,4454,9489,10551137,4805,10295,8739,8739,8739,23950437,6726,14815
2018,6,East of England,Y61,East of England,101259,65437,478603,7,1,.,46,104,.,.,.,68166,6649,4526,37122,12609,3882,3442972,518,939,3884189,858,1546,58496609,1576,3187,63709425,5053,12334,23829887,6139,14587,5375,89,3177,391,66,2043,2325,40223,1981,20587,62791,14692,10922,9943,7572,58380,43313,24397,13765,7488,4215,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,413,114916,278,476,6335,243955,39,71,.,.,.,.,.,39,775,586,55,1074,7869070,10154,24480,7207035,12299,28799,774408,14080,35228,17013225,15841,35854
2018,6,London,Y56,London,160548,132706,1915129,14,0,.,98,200,.,.,.,98404,9671,7324,55483,19726,1106,4163036,430,705,5425860,741,1262,65855744,1187,2403,64868572,3288,7929,5879177,5316,12096,7192,260,1037,6263,209,5686,0,59788,6397,25027,91212,24965,19541,18864,14988,81973,62694,31953,22289,1602,1179,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4678,362204,77,163,.,.,.,.,.,0,734,1144,40,1216,4735485,6452,14155,8562310,7485,15391,313769,7844,13788,10637817,8748,16049
2018,6,South East,Y59,South East,142774,104612,1807292,17,3,.,95,183,.,.,.,104553,5888,3714,47936,36390,2746,2603714,442,821,2312297,623,1152,47513406,991,1910,139684944,3839,8848,15573932,5671,13461,6044,157,638,963,473,4776,659,61098,3348,34063,98509,12611,9642,7970,6219,67182,54470,56481,39541,4757,2963,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,403,127567,317,544,4605,241573,52,100,.,.,.,.,.,135,2091,2879,0,710,6415649,3068,5821,20214390,7021,14544,.,.,.,6151082,8663,19895
2018,6,South West,Y58,South West,104891,78867,492174,6,2,.,29,72,.,.,.,71858,5366,3278,36884,18347,674,2457214,458,862,2371858,724,1380,58733737,1592,3366,83471111,4550,10697,6957043,10322,21015,4471,461,1519,4407,626,1865,27,37389,3562,26436,67387,11839,9301,7316,5847,50737,43084,25873,19767,928,720,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,420,156734,373,662,2899,140277,48,94,.,.,.,.,.,120,950,860,23,1009,5478084,5766,12235,6045660,7030,14107,164031,7132,17739,8739592,8662,18102
2018,6,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,82032,67986,220305,3,2,.,5,49,.,.,.,57132,6012,3895,32252,11922,244,2615433,435,778,3998374,1027,2349,60325490,1870,3949,50324844,4221,10308,856191,3509,7748,3627,1043,1150,4,533,901,4,34935,2584,15986,53505,11526,8824,7749,6015,42010,34791,15787,12502,308,242,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,274,76595,280,484,3196,130250,41,81,.,.,.,.,.,0,568,484,1,2022,2529801,4454,9489,2054801,4245,9338,8739,8739,8739,14174027,7010,15038
2018,6,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,101259,65437,478603,7,1,.,46,104,.,.,.,68166,6649,4526,37122,12609,3882,3442972,518,939,3884189,858,1546,58496609,1576,3187,63709425,5053,12334,23829887,6139,14587,5375,89,3177,391,66,2043,2325,40223,1981,20587,62791,14692,10922,9943,7572,58380,43313,24397,13765,7488,4215,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,413,114916,278,476,6335,243955,39,71,.,.,.,.,.,39,775,586,55,1074,7869070,10154,24480,7207035,12299,28799,774408,14080,35228,17013225,15841,35854
2018,6,Y59,R1F,ISLE OF WIGHT NHS TRUST,2736,1570,9585,6,1,.,20,76,.,.,.,2050,53,38,730,857,285,33713,636,1114,25980,684,1093,615046,843,2150,1734236,2024,4872,1486827,5217,12788,124,0,5,0,0,119,0,1542,14,370,1926,91,78,44,44,937,836,1205,930,826,309,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,546,26,47,.,.,.,.,.,134,74,47,0,13,306898,4147,12128,272271,5793,14596,.,.,.,135090,10392,15226
2018,6,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,160548,132706,1915129,14,0,.,98,200,.,.,.,98404,9671,7324,55483,19726,1106,4163036,430,705,5425860,741,1262,65855744,1187,2403,64868572,3288,7929,5879177,5316,12096,7192,260,1037,6263,209,5686,0,59788,6397,25027,91212,24965,19541,18864,14988,81973,62694,31953,22289,1602,1179,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4678,362204,77,163,.,.,.,.,.,0,734,1144,40,1216,4735485,6452,14155,8562310,7485,15391,313769,7844,13788,10637817,8748,16049
2018,6,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,43194,29038,124742,4,1,.,16,45,.,.,.,33305,2197,1344,17286,9046,342,799032,364,617,648925,483,821,17745404,1027,2098,32568296,3600,8254,1249821,3654,8200,1622,54,507,3883,93,968,0,19594,3814,8275,31683,4372,3580,2686,2247,23534,20082,15269,9541,556,324,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,90,37238,414,731,766,23936,31,60,.,.,.,.,.,1514,769,370,0,79,4138590,5382,11438,2486466,6720,14255,.,.,.,758170,9597,19861
2018,6,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,134928,105700,2085480,20,1,.,99,149,.,.,.,91875,9355,6899,46984,21923,4043,4660154,498,851,5119202,742,1285,65527624,1395,3085,82187863,3749,8856,22185722,5487,10952,4701,395,2445,5539,314,1547,30,57656,6210,23308,87174,17680,15245,12881,11267,59342,50651,30035,23760,5173,4356,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4082,231453,57,120,.,.,.,.,.,258,1655,1123,95,948,8322450,5029,10628,6674934,5944,12657,718177,7560,16849,7235952,7633,17710
2018,6,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,63424,40462,336453,8,3,.,42,100,.,.,.,44509,2522,1553,20153,14531,1395,1041043,413,759,963792,621,1148,18375682,912,1802,41218311,2837,6615,6356176,4556,10295,2495,7,106,238,168,2214,0,24547,2907,14560,42014,4898,3854,3034,2437,28122,23289,20001,16451,2042,1534,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,175,52370,299,486,2020,77956,39,79,.,.,.,.,.,1,1836,1200,0,376,4708480,2565,4538,6213660,5178,9278,.,.,.,2789079,7418,15464
2018,6,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,76614,62580,1461254,23,3,.,131,239,.,.,.,57994,3313,2123,27053,21002,1066,1528958,462,864,1322525,623,1156,28522678,1054,1984,96732397,4606,10555,7730929,7252,17785,3425,150,527,725,305,2443,659,35009,427,19133,54569,7622,5710,4892,3738,38123,30345,35275,22160,1889,1120,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,228,75197,330,588,2564,163071,64,117,.,.,.,.,.,0,181,1632,0,321,1400271,7736,16257,13728459,8412,18415,.,.,.,3226913,10053,25275
2018,6,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,104891,78867,492174,6,2,.,29,72,.,.,.,71858,5366,3278,36884,18347,674,2457214,458,862,2371858,724,1380,58733737,1592,3366,83471111,4550,10697,6957043,10322,21015,4471,461,1519,4407,626,1865,27,37389,3562,26436,67387,11839,9301,7316,5847,50737,43084,25873,19767,928,720,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,420,156734,373,662,2899,140277,48,94,.,.,.,.,.,120,950,860,23,1009,5478084,5766,12235,6045660,7030,14107,164031,7132,17739,8739592,8662,18102
2018,6,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,107801,78701,270950,3,1,.,18,46,.,.,.,85407,4976,3042,38290,33876,1829,2085407,419,723,1484094,488,871,28626256,748,1343,71137302,2100,4619,6037383,3301,7701,2955,23,24,0,248,2660,1871,48171,3162,31119,82452,9422,6965,5668,4289,48654,40464,56805,35554,4135,1909,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,186,55357,298,517,3368,100040,30,59,.,.,.,.,.,230,0,1712,0,1539,.,.,.,8496336,4963,10565,.,.,.,9776410,6352,14521
2018,6,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,78595,61583,307845,5,1,.,29,88,.,.,.,64391,6367,4501,35862,12928,840,2916319,458,775,3082337,685,1209,46279143,1290,2708,44182371,3418,7973,3511086,4180,9791,4787,640,1240,3593,407,2500,2148,38358,6122,15124,59604,14673,11021,10207,7799,55491,42970,23930,14764,1585,943,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3198,106011,33,59,.,.,.,.,.,55,420,215,31,2886,2247879,5352,13683,1016170,4726,9523,186587,6019,13797,27249218,9442,21646
2018,7,Eng,Eng,England,1038167,786727,9945250,13,1,.,70,132,.,.,.,709841,58884,39903,370886,180611,13902,26399606,448,783,28725290,720,1349,501828056,1353,2811,716857028,3969,9439,79987245,5754,12809,44227,3454,12507,26800,3267,24999,7335,414745,37504,213365,665614,126192,97906,85769,67891,519501,416666,293385,197756,23537,14973,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1968,643787,327,531,36413,1978801,54,101,.,.,.,.,.,2465,10143,9155,255,12000,52769352,5203,10791,63931935,6983,14621,2034817,7980,17500,112041691,9337,20396
2018,7,North East and Yorkshire,Y63,North East and Yorkshire,133106,96468,349764,4,1,.,13,55,.,.,.,102571,8073,5524,56201,21592,1261,3411489,423,723,3431368,621,1096,67185074,1195,2462,76684343,3552,8439,5763686,4571,10793,6789,663,1568,7992,598,3960,2204,60573,10210,24999,95782,17619,13608,11970,9387,82570,65933,42082,26611,2388,1410,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,89,34554,388,660,4502,158737,35,61,.,.,.,.,.,1665,3534,464,69,2847,16104374,4557,9875,2987088,6438,12752,419697,6083,12448,25501344,8957,21024
2018,7,North West,Y62,North West,142974,113072,2647801,23,1,.,109,163,.,.,.,93826,9840,7245,48267,22167,3747,4729643,481,807,5015466,692,1183,74351342,1540,3417,94837020,4278,10364,22381891,5973,11702,5112,413,2650,5940,364,1685,10,59306,6013,23395,88714,18667,15854,13530,11688,60833,51751,30248,23829,4789,4000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5490,299916,55,121,.,.,.,.,.,233,1504,1107,89,976,8620902,5732,11488,6864705,6201,13070,644175,7238,14459,8594579,8806,18670
