Year,Month,Region,Org Code,Org Name,R1r,R1n,R2r,R2n,SQU03_5_1_1,SQU03_5_1_2,SQU03_5_2_1,SQU03_5_2_2,M4b,M4n,SQU03_6_1_1,SQU03_6_1_2,K4b,K4n,R3s,R3n,R4s,R4n,M1n,M3n,M3m,M390,K1n,K1m,K150,K190,K2n,K2m,K250,K290,K3n,K3m,K350,K390,R5n,R5b,R0n,P1b,P1n
2016,2,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,74,316,24,53,.,.,88,99,86,127,248,426,561,583,13,287,7,47,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,2,Y59,R1F,ISLE OF WIGHT NHS TRUST,4,7,2,2,.,.,0,0,2,2,9,15,28,31,2,7,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,2,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,27,91,11,25,.,.,49,59,62,84,12,25,477,493,12,87,7,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,2,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,94,324,24,45,.,.,89,125,127,143,190,412,788,818,28,321,11,44,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,3,Eng,Eng,England,796,2812,174,320,.,.,933,1057,1232,1537,1872,3753,7783,7961,192,2726,71,296,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,3,North East and Yorkshire,Y63,North East and Yorkshire,102,398,17,24,.,.,165,182,184,210,255,488,1001,1034,26,393,10,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,3,North West,Y62,North West,95,351,20,40,.,.,102,122,195,232,372,823,1299,1303,22,328,9,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,3,Midlands,Y60,Midlands,184,619,32,60,.,.,168,192,215,275,227,486,1536,1552,38,601,11,57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,3,East of England,Y61,East of England,80,303,18,32,.,.,115,120,123,132,139,337,776,781,19,295,6,28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,3,London,Y56,London,125,413,25,45,.,.,117,134,194,267,399,685,1122,1164,27,403,9,42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,3,South East,Y59,South East,124,398,40,82,.,.,173,184,143,208,281,456,1097,1132,31,377,14,74,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,3,South West,Y58,South West,86,330,22,37,.,.,93,123,178,213,199,478,952,995,29,329,12,37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,3,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,22,143,5,10,.,.,76,79,71,81,100,170,394,400,5,143,2,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,3,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,95,351,20,40,.,.,102,122,195,232,372,823,1299,1303,22,328,9,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,3,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,80,255,12,14,.,.,89,103,113,129,155,318,607,634,21,250,8,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,3,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,70,250,13,32,.,.,68,80,123,144,75,148,677,689,8,232,3,29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,3,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,114,369,19,28,.,.,100,112,92,131,152,338,859,863,30,369,8,28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,3,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,80,303,18,32,.,.,115,120,123,132,139,337,776,781,19,295,6,28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,3,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,125,413,25,45,.,.,117,134,194,267,399,685,1122,1164,27,403,9,42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,3,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,77,263,19,37,.,.,115,117,75,111,260,410,522,547,17,252,6,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,3,Y59,R1F,ISLE OF WIGHT NHS TRUST,5,19,5,5,.,.,1,1,4,5,8,16,34,34,3,19,2,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,3,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,42,116,16,40,.,.,57,66,64,92,13,30,541,551,11,106,6,36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,3,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,86,330,22,37,.,.,93,123,178,213,199,478,952,995,29,329,12,37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,4,Eng,Eng,England,760,2538,177,333,.,.,869,990,1203,1492,1954,3503,7187,7350,209,2494,87,318,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,4,North East and Yorkshire,Y63,North East and Yorkshire,94,374,13,21,.,.,143,157,194,219,258,471,922,933,27,373,8,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,4,North West,Y62,North West,123,322,25,41,.,.,113,141,192,218,344,574,1126,1132,29,318,9,41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,4,Midlands,Y60,Midlands,167,537,27,67,.,.,180,201,198,231,255,443,1557,1574,44,530,14,66,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,4,East of England,Y61,East of England,83,285,14,28,.,.,86,91,125,140,150,348,706,712,13,278,7,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,4,London,Y56,London,113,361,34,56,.,.,109,115,181,261,380,588,1010,1057,37,355,22,52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,4,South East,Y59,South East,105,360,42,80,.,.,134,154,155,230,435,719,1019,1052,32,344,17,73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,4,South West,Y58,South West,75,299,22,40,.,.,104,131,158,193,132,360,847,890,27,296,10,39,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,4,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,42,162,10,13,.,.,50,55,69,78,105,190,408,412,12,161,5,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,4,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,123,322,25,41,.,.,113,141,192,218,344,574,1126,1132,29,318,9,41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,4,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,52,212,3,8,.,.,93,102,125,141,153,281,514,521,15,212,3,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,4,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,57,192,8,21,.,.,63,67,92,104,75,142,802,809,7,185,3,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,4,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,110,345,19,46,.,.,117,134,106,127,180,301,755,765,37,345,11,46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,4,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,83,285,14,28,.,.,86,91,125,140,150,348,706,712,13,278,7,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,4,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,113,361,34,56,.,.,109,115,181,261,380,588,1010,1057,37,355,22,52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,4,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,68,251,22,36,.,.,98,104,89,134,259,406,475,499,16,245,10,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,4,Y59,R1F,ISLE OF WIGHT NHS TRUST,1,9,1,2,.,.,0,6,7,12,9,12,34,35,1,9,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,4,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,36,100,19,42,.,.,36,44,59,84,167,301,510,518,15,90,6,36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,4,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,75,299,22,40,.,.,104,131,158,193,132,360,847,890,27,296,10,39,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,5,Eng,Eng,England,688,2332,170,313,.,.,956,1118,1207,1506,2044,3654,7489,7640,208,2282,84,295,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,5,North East and Yorkshire,Y63,North East and Yorkshire,85,332,17,36,.,.,142,163,167,187,266,480,925,943,28,326,11,34,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,5,North West,Y62,North West,93,267,20,30,.,.,133,157,200,221,350,631,1205,1207,23,264,10,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,5,Midlands,Y60,Midlands,149,513,39,64,.,.,185,206,195,251,319,539,1772,1793,35,507,15,63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,5,East of England,Y61,East of England,74,245,17,29,.,.,108,118,128,145,174,320,620,625,20,237,8,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,5,London,Y56,London,90,315,19,36,.,.,130,147,223,302,399,615,1042,1079,36,313,11,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,5,South East,Y59,South East,108,349,36,70,.,.,154,172,127,191,418,700,1107,1139,33,332,19,63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,5,South West,Y58,South West,89,311,22,48,.,.,104,155,167,209,118,369,818,854,33,303,10,44,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,5,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,25,116,6,9,.,.,51,55,46,55,98,157,369,376,8,114,4,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,5,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,93,267,20,30,.,.,133,157,200,221,350,631,1205,1207,23,264,10,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,5,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,60,216,11,27,.,.,91,108,121,132,168,323,556,567,20,212,7,27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,5,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,43,202,14,24,.,.,49,60,97,118,98,174,892,902,8,196,2,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,5,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,106,311,25,40,.,.,136,146,98,133,221,365,880,891,27,311,13,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,5,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,74,245,17,29,.,.,108,118,128,145,174,320,620,625,20,237,8,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,5,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,90,315,19,36,.,.,130,147,223,302,399,615,1042,1079,36,313,11,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,5,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,65,234,19,31,.,.,90,102,70,108,257,388,490,511,21,231,11,31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,5,Y59,R1F,ISLE OF WIGHT NHS TRUST,1,12,0,2,.,.,1,2,4,4,10,14,26,26,1,12,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,5,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,42,103,17,37,.,.,63,68,53,79,151,298,591,602,11,89,8,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,5,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,89,311,22,48,.,.,104,155,167,209,118,369,818,854,33,303,10,44,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,6,Eng,Eng,England,684,2306,178,343,.,.,864,995,1083,1409,1910,3515,7183,7351,220,2250,89,329,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,6,North East and Yorkshire,Y63,North East and Yorkshire,86,337,25,54,.,.,128,144,141,167,216,434,866,887,29,334,17,53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,6,North West,Y62,North West,83,245,20,31,.,.,121,134,178,219,347,586,1098,1100,28,243,11,31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,6,Midlands,Y60,Midlands,150,490,36,62,.,.,153,169,224,274,295,534,1738,1780,38,472,13,56,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,6,East of England,Y61,East of England,80,261,19,36,.,.,133,153,114,119,145,277,551,555,33,257,8,34,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,6,London,Y56,London,115,343,32,51,.,.,106,114,179,264,381,598,1006,1043,41,338,16,51,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,6,South East,Y59,South East,96,346,22,61,.,.,131,147,126,196,403,708,1035,1054,27,327,12,57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,6,South West,Y58,South West,74,284,24,48,.,.,92,134,121,170,123,378,889,932,24,279,12,47,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,6,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,30,122,5,10,.,.,56,57,58,68,98,161,364,371,7,121,3,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,6,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,83,245,20,31,.,.,121,134,178,219,347,586,1098,1100,28,243,11,31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,6,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,56,215,20,44,.,.,72,87,83,99,118,273,502,516,22,213,14,43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,6,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,56,196,14,28,.,.,50,55,96,122,89,162,832,845,13,178,5,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,6,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,94,294,22,34,.,.,103,114,128,152,206,372,906,935,25,294,8,34,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,6,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,80,261,19,36,.,.,133,153,114,119,145,277,551,555,33,257,8,34,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,6,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,115,343,32,51,.,.,106,114,179,264,381,598,1006,1043,41,338,16,51,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,6,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,73,236,16,36,.,.,71,78,62,96,231,393,479,488,21,225,9,34,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,6,Y59,R1F,ISLE OF WIGHT NHS TRUST,1,6,0,1,.,.,0,0,4,7,11,16,33,33,0,6,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,6,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,22,104,6,24,.,.,60,69,60,93,161,299,523,533,6,96,3,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,6,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,74,284,24,48,.,.,92,134,121,170,123,378,889,932,24,279,12,47,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7,Eng,Eng,England,709,2384,187,351,.,.,863,1002,1245,1552,1927,3512,7087,7260,242,2331,109,340,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7,North East and Yorkshire,Y63,North East and Yorkshire,103,357,43,72,.,.,122,143,143,180,236,469,888,906,43,354,28,72,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7,North West,Y62,North West,106,296,20,40,.,.,148,172,212,240,286,523,1019,1024,36,295,10,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7,Midlands,Y60,Midlands,142,468,29,61,.,.,158,194,230,272,294,538,1725,1758,40,456,20,61,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7,East of England,Y61,East of England,86,274,17,26,.,.,99,109,127,133,161,309,521,522,26,265,11,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7,London,Y56,London,88,323,25,48,.,.,119,127,178,251,392,653,1079,1106,32,316,14,46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7,South East,Y59,South East,120,370,36,66,.,.,119,127,172,238,411,662,1052,1075,44,354,19,59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7,South West,Y58,South West,64,296,17,38,.,.,98,130,183,238,147,358,803,869,21,291,7,37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,36,113,12,15,.,.,45,47,46,66,82,142,316,328,14,110,8,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,106,296,20,40,.,.,148,172,212,240,286,523,1019,1024,36,295,10,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,67,244,31,57,.,.,77,96,97,114,154,327,572,578,29,244,20,57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,52,200,11,23,.,.,57,59,111,127,76,128,765,777,10,188,5,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,90,268,18,38,.,.,101,135,119,145,218,410,960,981,30,268,15,38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,86,274,17,26,.,.,99,109,127,133,161,309,521,522,26,265,11,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,88,323,25,48,.,.,119,127,178,251,392,653,1079,1106,32,316,14,46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,82,249,19,28,.,.,80,84,90,139,260,387,473,489,27,243,8,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7,Y59,R1F,ISLE OF WIGHT NHS TRUST,0,7,1,4,.,.,2,2,3,4,16,24,45,46,0,7,0,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,38,114,16,34,.,.,37,41,79,95,135,251,534,540,17,104,11,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,64,296,17,38,.,.,98,130,183,238,147,358,803,869,21,291,7,37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,8,Eng,Eng,England,655,2407,170,326,.,.,831,948,1138,1440,1936,3417,7127,7322,221,2335,96,309,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,8,North East and Yorkshire,Y63,North East and Yorkshire,107,413,41,63,.,.,123,132,191,220,241,464,902,922,37,403,19,58,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,8,North West,Y62,North West,103,294,20,33,.,.,125,140,176,202,343,587,1004,1007,29,289,10,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,8,Midlands,Y60,Midlands,143,492,30,62,.,.,157,178,192,243,269,477,1902,1948,42,484,16,61,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,8,East of England,Y61,East of England,57,245,13,25,.,.,92,102,121,134,138,240,411,414,22,238,10,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,8,London,Y56,London,87,339,26,41,.,.,114,125,143,222,405,597,1052,1081,40,330,18,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,8,South East,Y59,South East,82,319,24,54,.,.,126,141,148,212,410,673,1008,1046,30,301,14,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,8,South West,Y58,South West,76,305,16,48,.,.,94,130,167,207,130,379,848,904,21,290,9,45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,8,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,36,155,8,13,.,.,37,37,73,88,114,173,367,382,11,149,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,8,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,103,294,20,33,.,.,125,140,176,202,343,587,1004,1007,29,289,10,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,8,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,71,258,33,50,.,.,86,95,118,132,127,291,535,540,26,254,14,48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,8,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,52,189,14,26,.,.,43,48,65,79,75,142,814,822,17,181,9,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,8,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,91,303,16,36,.,.,114,130,127,164,194,335,1088,1126,25,303,7,36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,8,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,57,245,13,25,.,.,92,102,121,134,138,240,411,414,22,238,10,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,8,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,87,339,26,41,.,.,114,125,143,222,405,597,1052,1081,40,330,18,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,8,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,55,210,12,26,.,.,80,89,93,128,251,376,451,477,20,204,9,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,8,Y59,R1F,ISLE OF WIGHT NHS TRUST,0,3,0,1,.,.,1,1,3,4,13,21,34,36,0,3,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,8,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,27,106,12,27,.,.,45,51,52,80,146,276,523,533,10,94,5,24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,8,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,76,305,16,48,.,.,94,130,167,207,130,379,848,904,21,290,9,45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,9,Eng,Eng,England,655,2267,174,348,.,.,818,941,1107,1394,1782,3312,6891,7083,222,2205,88,326,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,9,North East and Yorkshire,Y63,North East and Yorkshire,101,380,39,71,.,.,110,127,145,179,218,463,820,832,42,376,25,69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,9,North West,Y62,North West,102,246,22,30,.,.,108,126,153,180,310,526,947,948,29,243,10,28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,9,Midlands,Y60,Midlands,129,470,27,65,.,.,184,201,228,268,296,499,1890,1941,40,454,12,58,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,9,East of England,Y61,East of England,68,245,21,33,.,.,86,89,99,112,124,262,387,396,21,231,8,29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
