Year,Month,Region,Org Code,Org Name,R1r,R1n,R2r,R2n,SQU03_5_1_1,SQU03_5_1_2,SQU03_5_2_1,SQU03_5_2_2,M4b,M4n,SQU03_6_1_1,SQU03_6_1_2,K4b,K4n,R3s,R3n,R4s,R4n,M1n,M3n,M3m,M390,K1n,K1m,K150,K190,K2n,K2m,K250,K290,K3n,K3m,K350,K390,R5n,R5b,R0n,P1b,P1n
2011,4,Eng,Eng,England,423,1987,107,276,36,52,775,839,1002,1399,1741,2626,4581,4990,138,1906,50,256,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,4,North East and Yorkshire,Y63,North East and Yorkshire,46,329,15,59,0,3,150,168,166,211,437,554,1091,1179,20,329,9,59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,4,North West,Y62,North West,56,219,14,32,17,25,59,59,160,202,148,188,285,297,17,163,7,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,4,Midlands,Y60,Midlands,66,287,13,34,9,11,169,189,122,177,206,295,986,1101,27,285,5,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,4,East of England,Y61,East of England,27,226,11,26,0,0,38,39,116,185,54,116,112,120,13,226,6,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,4,London,Y56,London,89,333,26,60,0,0,94,98,155,223,277,423,916,1003,28,329,14,59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,4,South East,Y59,South East,93,403,17,42,2,2,176,190,103,161,349,563,498,519,28,384,5,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,4,South West,Y58,South West,46,190,11,23,8,11,89,96,180,240,270,487,693,771,5,190,4,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,4,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,14,89,8,37,0,0,105,120,56,65,149,164,279,325,5,89,5,37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,4,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,56,219,14,32,17,25,59,59,160,202,148,188,285,297,17,163,7,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,4,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,32,240,7,22,0,3,45,48,110,146,288,390,812,854,15,240,4,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,4,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,16,96,2,9,4,5,72,77,70,98,45,86,273,300,5,94,2,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,4,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,50,191,11,25,5,6,97,112,52,79,161,209,713,801,22,191,3,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,4,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,27,226,11,26,0,0,38,39,116,185,54,116,112,120,13,226,6,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,4,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,89,333,26,60,0,0,94,98,155,223,277,423,916,1003,28,329,14,59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,4,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,64,240,13,28,1,1,95,98,78,116,240,366,408,427,18,221,5,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,4,Y59,R1F,ISLE OF WIGHT NHS TRUST,2,16,2,6,1,1,0,0,3,5,0,22,41,43,0,16,0,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,4,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,27,147,2,8,0,0,81,92,22,40,109,175,49,49,10,147,0,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,4,Y58,RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,17,89,5,13,0,0,40,41,28,34,43,66,112,112,2,89,2,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,4,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,29,101,6,10,8,11,49,55,152,206,227,421,581,659,3,101,2,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,5,Eng,Eng,England,477,1984,128,262,31,48,787,885,1012,1466,1872,2848,5364,5890,172,1892,71,250,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,5,North East and Yorkshire,Y63,North East and Yorkshire,62,218,30,53,0,1,129,153,200,248,456,596,1257,1362,23,218,19,53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,5,North West,Y62,North West,63,229,15,33,16,23,67,72,156,210,171,195,332,347,19,177,9,29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,5,Midlands,Y60,Midlands,74,288,15,39,8,12,212,229,114,176,220,308,1113,1247,31,284,9,39,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,5,East of England,Y61,East of England,36,270,10,31,1,1,58,62,139,235,136,235,395,447,16,259,7,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,5,London,Y56,London,109,340,25,37,0,2,102,118,143,222,271,449,939,1072,44,337,16,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,5,South East,Y59,South East,90,390,20,35,5,6,161,181,97,165,292,504,497,532,23,368,6,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,5,South West,Y58,South West,43,249,13,34,1,3,58,70,163,210,326,561,831,883,16,249,5,34,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,5,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,28,85,18,28,0,0,84,102,82,102,158,191,455,497,13,85,13,28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,5,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,63,229,15,33,16,23,67,72,156,210,171,195,332,347,19,177,9,29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,5,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,34,133,12,25,0,1,45,51,118,146,298,405,802,865,10,133,6,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,5,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,13,95,6,16,6,9,95,95,46,85,59,96,287,319,5,91,3,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,5,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,61,193,9,23,2,3,117,134,68,91,161,212,826,928,26,193,6,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,5,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,36,270,10,31,1,1,58,62,139,235,136,235,395,447,16,259,7,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,5,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,109,340,25,37,0,2,102,118,143,222,271,449,939,1072,44,337,16,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,5,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,57,223,16,26,4,4,84,93,62,109,197,302,416,444,13,201,4,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,5,Y59,R1F,ISLE OF WIGHT NHS TRUST,1,6,1,1,1,2,0,0,1,6,0,38,33,39,0,6,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,5,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,32,161,3,8,0,0,77,88,34,50,95,164,48,49,10,161,2,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,5,Y58,RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,14,86,4,13,0,0,32,37,28,34,65,99,135,136,7,86,2,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,5,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,29,163,9,21,1,3,26,33,135,176,261,462,696,747,9,163,3,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,6,Eng,Eng,England,495,2077,138,297,17,35,772,873,1076,1501,1835,2784,5224,5625,157,1980,77,276,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,6,North East and Yorkshire,Y63,North East and Yorkshire,52,290,19,49,0,3,156,196,176,235,454,579,1258,1347,22,285,14,48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,6,North West,Y62,North West,62,209,14,29,4,9,96,106,161,214,184,210,329,341,19,165,10,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,6,Midlands,Y60,Midlands,62,280,22,52,6,11,168,187,141,199,176,268,1089,1167,19,274,9,51,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,6,East of England,Y61,East of England,46,303,20,39,0,0,12,13,187,246,105,195,306,324,17,292,10,36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,6,London,Y56,London,105,339,33,50,0,0,111,117,106,210,279,425,1001,1100,44,335,20,49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,6,South East,Y59,South East,97,403,17,40,2,4,146,152,104,140,328,580,435,489,27,378,10,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,6,South West,Y58,South West,71,253,13,38,5,8,83,102,201,257,309,527,806,857,9,251,4,37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,6,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,17,102,10,20,0,0,78,104,55,78,160,184,480,524,6,102,6,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,6,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,62,209,14,29,4,9,96,106,161,214,184,210,329,341,19,165,10,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,6,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,35,188,9,29,0,3,78,92,121,157,294,395,778,823,16,183,8,28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,6,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,12,102,4,11,5,9,69,75,73,121,41,73,270,295,4,96,3,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,6,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,50,178,18,41,1,2,99,112,68,78,135,195,819,872,15,178,6,41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,6,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,46,303,20,39,0,0,12,13,187,246,105,195,306,324,17,292,10,36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,6,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,105,339,33,50,0,0,111,117,106,210,279,425,1001,1100,44,335,20,49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,6,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,65,247,12,29,2,2,87,87,82,98,240,374,348,390,18,222,5,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,6,Y59,R1F,ISLE OF WIGHT NHS TRUST,2,7,0,1,0,2,0,0,0,2,0,37,39,50,0,7,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,6,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,30,149,5,10,0,0,59,65,22,40,88,169,48,49,9,149,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,6,Y58,RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,19,70,5,15,0,0,39,47,35,42,63,97,155,157,0,70,0,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,6,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,52,183,8,23,5,8,44,55,166,215,246,430,651,700,9,181,4,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,7,Eng,Eng,England,438,2082,117,276,19,37,851,957,1069,1439,1729,2542,5077,5444,138,1975,58,259,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,7,North East and Yorkshire,Y63,North East and Yorkshire,50,329,24,55,0,3,178,212,227,261,343,424,957,1011,25,319,14,54,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,7,North West,Y62,North West,53,241,8,21,5,9,115,125,151,217,163,187,361,377,12,193,3,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,7,Midlands,Y60,Midlands,75,300,16,37,6,11,175,201,132,200,208,308,1196,1276,28,295,6,36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,7,East of England,Y61,East of England,30,253,12,30,0,0,56,60,136,191,135,232,353,376,9,245,6,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,7,London,Y56,London,103,348,27,52,0,2,98,106,136,228,316,474,1068,1203,35,346,15,51,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,7,South East,Y59,South East,74,356,11,22,0,0,130,139,97,117,265,397,354,378,11,323,4,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,7,South West,Y58,South West,53,255,19,59,8,12,99,114,190,225,299,520,788,823,18,254,10,59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,7,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,16,110,11,24,0,0,83,96,72,95,170,196,471,494,10,110,6,24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,7,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,53,241,8,21,5,9,115,125,151,217,163,187,361,377,12,193,3,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,7,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,34,219,13,31,0,3,95,116,155,166,173,228,486,517,15,209,8,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,7,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,17,86,8,14,5,9,78,92,58,94,42,75,383,418,3,81,1,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,7,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,58,214,8,23,1,2,97,109,74,106,166,233,813,858,25,214,5,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,7,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,30,253,12,30,0,0,56,60,136,191,135,232,353,376,9,245,6,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,7,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,103,348,27,52,0,2,98,106,136,228,316,474,1068,1203,35,346,15,51,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,7,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,47,198,9,15,0,0,52,55,55,67,174,237,281,295,4,173,3,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,7,Y59,R1F,ISLE OF WIGHT NHS TRUST,1,8,0,0,0,0,0,0,0,0,0,19,24,33,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,7,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,26,150,2,7,0,0,78,84,42,50,91,141,49,50,7,150,1,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,7,Y58,RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,10,68,4,14,0,0,37,43,42,46,50,78,129,129,7,68,2,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,7,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,43,187,15,45,8,12,62,71,148,179,249,442,659,694,11,186,8,45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,8,Eng,Eng,England,458,1880,114,240,15,35,676,733,983,1313,1494,2194,4880,5200,137,1749,55,204,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,8,North East and Yorkshire,Y63,North East and Yorkshire,85,331,28,46,1,1,161,178,187,260,384,489,1022,1079,34,324,18,41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,8,North West,Y62,North West,68,256,15,37,2,7,111,116,153,184,144,158,362,368,23,180,5,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,8,Midlands,Y60,Midlands,61,282,10,25,9,15,142,154,140,190,187,307,1187,1257,14,277,3,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,8,East of England,Y61,East of England,52,215,17,32,0,0,35,39,120,153,117,186,351,370,8,194,6,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,8,London,Y56,London,95,334,23,41,0,2,75,82,109,193,297,447,1025,1129,30,327,14,41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,8,South East,Y59,South East,43,252,8,21,0,0,108,112,86,109,185,315,254,276,9,237,3,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,8,South West,Y58,South West,54,210,13,38,3,10,44,52,188,224,180,292,679,721,19,210,6,37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,8,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,33,105,18,25,0,0,78,83,79,106,114,139,296,318,12,100,11,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,8,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,68,256,15,37,2,7,111,116,153,184,144,158,362,368,23,180,5,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,8,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,52,226,10,21,1,1,83,95,108,154,270,350,726,761,22,224,7,19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,8,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,14,72,3,5,8,12,68,70,72,107,50,79,430,456,2,67,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,8,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,47,210,7,20,1,3,74,84,68,83,137,228,757,801,12,210,2,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,8,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,52,215,17,32,0,0,35,39,120,153,117,186,351,370,8,194,6,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,8,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,95,334,23,41,0,2,75,82,109,193,297,447,1025,1129,30,327,14,41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,8,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,29,136,7,14,0,0,45,45,48,55,104,152,173,186,5,127,2,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,8,Y59,R1F,ISLE OF WIGHT NHS TRUST,3,9,0,0,0,0,0,0,0,4,0,20,34,40,0,3,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,8,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,11,107,1,7,0,0,63,67,38,50,81,143,47,50,4,107,1,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,8,Y58,RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,18,74,4,17,0,0,29,29,22,25,40,66,102,106,5,74,2,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,8,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,36,136,9,21,3,10,15,23,166,199,140,226,577,615,14,136,4,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,9,Eng,Eng,England,404,1819,104,239,15,25,791,894,1009,1316,1461,2469,5409,5726,93,1589,47,203,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,9,North East and Yorkshire,Y63,North East and Yorkshire,55,318,19,46,0,2,144,168,177,215,397,543,1058,1096,22,317,12,46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,9,North West,Y62,North West,44,197,9,29,5,9,90,107,133,176,75,88,278,286,10,145,2,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,9,Midlands,Y60,Midlands,58,272,14,32,4,8,171,198,164,201,66,329,1416,1484,9,265,8,29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,9,East of England,Y61,East of England,51,219,14,35,0,0,59,65,127,153,113,192,511,527,10,204,7,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,9,London,Y56,London,92,309,22,39,0,0,84,97,118,216,261,426,953,1080,20,305,7,37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,9,South East,Y59,South East,55,262,11,26,0,0,153,157,105,132,365,606,494,507,5,112,4,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,9,South West,Y58,South West,49,242,15,32,6,6,90,102,185,223,184,285,699,746,17,241,7,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,9,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,22,103,11,21,0,0,69,75,64,74,159,191,294,307,9,102,7,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,9,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,44,197,9,29,5,9,90,107,133,176,75,88,278,286,10,145,2,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,9,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,33,215,8,25,0,2,75,93,113,141,238,352,764,789,13,215,5,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,9,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,17,85,3,11,4,8,66,74,73,94,51,87,710,745,5,78,4,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,9,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,41,187,11,21,0,0,105,124,91,107,15,242,706,739,4,187,4,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,9,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,51,219,14,35,0,0,59,65,127,153,113,192,511,527,10,204,7,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,9,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,92,309,22,39,0,0,84,97,118,216,261,426,953,1080,20,305,7,37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,9,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,24,109,7,15,0,0,77,79,69,79,266,411,410,413,5,104,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,9,Y59,R1F,ISLE OF WIGHT NHS TRUST,2,8,0,1,0,0,1,1,3,3,15,32,37,44,0,8,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,9,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,29,145,4,10,0,0,75,77,33,50,84,163,47,50,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,9,Y58,RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,17,76,8,11,0,0,39,40,36,36,45,69,137,139,7,76,4,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,9,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,32,166,7,21,6,6,51,62,149,187,139,216,562,607,10,165,3,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,10,Eng,Eng,England,519,2076,129,289,10,28,860,945,1033,1396,1777,2586,6263,6646,136,1789,53,243,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,10,North East and Yorkshire,Y63,North East and Yorkshire,60,356,19,50,0,2,160,185,177,236,412,542,998,1054,23,353,10,48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,10,North West,Y62,North West,65,285,11,44,3,5,71,83,118,165,220,261,660,678,14,214,5,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
